10000 10000 5000
9493 3053 9493 3324
9493 3160 9677 3160
9493 3303 9677 3303
9494 1200 9494 1393
9494 1377 9591 1377
9508 1377 9508 1393
9566 1377 9566 1393
9572 1123 9572 1158
9591 1200 9591 1861
9591 1552 9638 1552
9591 1594 9638 1594
96 119 96 123
9601 3303 9601 3324
9607 0 9607 1123
9607 958 9691 958
9608 0 9608 958
9609 0 9609 958
9609 172 9613 172
9613 0 9613 958
9623 1200 9623 1552
9628 0 9628 958
9628 844 9635 844
9631 958 9631 1123
9635 0 9635 958
9638 1200 9638 1861
9638 1411 9691 1411
9640 0 9640 958
9640 110 9641 110
9641 0 9641 958
9646 1158 9646 1159
9650 0 9650 958
9650 611 9657 611
9650 861 9657 861
9652 1200 9652 1411
9656 958 9656 1123
9657 0 9657 958
9658 958 9658 1123
966 1882 966 5473
9663 1017 9691 1017
9663 958 9663 1123
9677 1861 9677 3324
9677 2156 9680 2156
9677 2657 9680 2657
9677 3089 9688 3089
9680 1861 9680 3089
9683 1861 9683 3089
9685 1017 9685 1123
9686 3089 9686 3324
9687 3089 9687 3324
9687 3230 9688 3230
9687 3315 9688 3315
9688 1861 9688 3324
9689 1411 9689 1861
9690 1861 9690 3324
9690 2281 9691 2281
9690 2822 9691 2822
9691 0 9691 10000
9691 1243 9792 1243
9691 1939 9792 1939
9691 2002 9706 2002
9691 2023 9706 2023
9691 2103 9706 2103
9691 2352 9792 2352
9691 2474 9740 2474
9691 2484 9709 2484
9691 2518 9709 2518
9691 2627 9792 2627
9691 2628 9792 2628
9691 2631 9792 2631
9691 2632 9792 2632
9691 2637 9792 2637
9691 2638 9792 2638
9691 2642 9792 2642
9691 2653 9792 2653
9691 2868 9792 2868
9691 2869 9694 2869
9691 2870 9694 2870
9691 2871 9699 2871
9691 2872 9692 2872
9691 2873 9692 2873
9691 2874 9699 2874
9691 2878 9699 2878
9691 3078 9722 3078
9691 3181 9704 3181
9691 3303 9701 3303
9691 3306 9722 3306
9691 3370 9707 3370
9691 3584 10000 3584
9691 570 9792 570
9691 605 9792 605
9691 6650 10000 6650
9691 6826 9725 6826
9691 7220 9725 7220
9691 8090 10000 8090
9691 8092 9722 8092
9691 8096 9722 8096
9691 8100 9722 8100
9691 8112 9692 8112
9691 8113 9692 8113
9691 8115 9692 8115
9691 8117 9692 8117
9691 8118 10000 8118
9691 8119 9888 8119
9691 8120 9888 8120
9691 8122 9888 8122
9691 8123 9704 8123
9691 8125 10000 8125
9691 8137 9773 8137
9691 8142 9692 8142
9691 8143 9692 8143
9691 8144 9692 8144
9691 8145 9692 8145
9691 8146 9692 8146
9691 8149 9692 8149
9691 8150 9692 8150
9691 8156 9692 8156
9691 8159 9773 8159
9691 8160 9773 8160
9691 8161 9773 8161
9691 8163 10000 8163
9691 8165 10000 8165
9691 8166 10000 8166
9691 8167 10000 8167
9691 8168 10000 8168
9691 8170 9700 8170
9691 8171 9695 8171
9691 8172 9700 8172
9691 8176 10000 8176
9691 8177 9776 8177
9691 8178 10000 8178
9691 8298 9844 8298
9691 8314 9844 8314
9691 8317 9844 8317
9691 8347 10000 8347
9691 8395 9698 8395
9691 8401 9845 8401
9691 8415 9750 8415
9691 8418 9750 8418
9691 8419 9750 8419
9691 8427 9750 8427
9691 8443 9750 8443
9691 8444 9750 8444
9691 8449 9711 8449
9691 8450 9711 8450
9691 8451 9711 8451
9691 8452 9711 8452
9691 8455 9711 8455
9691 8458 9711 8458
9691 8460 9711 8460
9691 8461 9711 8461
9691 8464 9750 8464
9691 8465 9750 8465
9691 8474 9750 8474
9691 8476 9750 8476
9691 8477 9750 8477
9691 8478 10000 8478
9691 9303 9882 9303
9692 2871 9692 2874
9692 2872 9699 2872
9692 2873 9699 2873
9692 8100 9692 8118
9692 8107 9702 8107
9692 8110 9702 8110
9692 8137 9692 8159
9692 8176 9692 8177
9693 2002 9693 2023
9693 2874 9693 2878
9693 3306 9693 3370
9693 3308 9707 3308
9693 8096 9693 8100
9693 8100 9693 8107
9694 2868 9694 2871
9694 2873 9694 2874
9694 2878 9694 3078
9694 3027 9695 3027
9695 2878 9695 3078
9695 8090 9695 8092
9695 8170 9695 8172
9695 8171 9696 8171
9695 8176 9695 8177
9695 8460 9695 8461
9696 2627 9696 2628
9696 2873 9696 2874
9696 2874 9696 2878
9696 2878 9696 3078
9696 8170 9696 8172
9696 8171 9700 8171
9696 8477 9696 8478
9697 2868 9697 2871
9697 2869 9699 2869
9697 2870 9698 2870
9697 2873 9697 2874
9697 2878 9697 3078
9697 8170 9697 8171
9697 8176 9697 8177
9698 1939 9698 2002
9698 2627 9698 2628
9698 2869 9698 2871
9698 2873 9698 2874
9698 2874 9698 2878
9698 2875 9699 2875
9698 2877 9699 2877
9698 2878 9698 3078
9698 8137 9698 8159
9698 8170 9698 8171
9698 8176 9698 8177
9698 8347 9698 8401
9698 8393 9702 8393
9698 8399 9702 8399
9699 1939 9699 2002
9699 2868 9699 3078
9699 2957 9722 2957
9699 2959 9703 2959
9699 8096 9699 8100
9699 8176 9699 8177
9699 8451 9699 8452
9700 8168 9700 8176
9700 8173 9713 8173
9700 8176 9700 8177
9701 3181 9701 3306
9701 3238 9704 3238
9701 8092 9701 8096
9701 8176 9701 8177
9701 8476 9701 8477
9702 1939 9702 2002
9702 3238 9702 3306
9702 8100 9702 8118
9702 8104 9705 8104
9702 8176 9702 8177
9702 8347 9702 8401
9703 2957 9703 3078
9703 8176 9703 8177
9703 8451 9703 8452
9704 2103 9704 2352
9704 2631 9704 2632
9704 2957 9704 3078
9704 2958 9705 2958
9704 3078 9704 3306
9704 8122 9704 8125
9704 8176 9704 8177
9705 2957 9705 3078
9705 2968 9712 2968
9705 2986 9722 2986
9705 3036 9722 3036
9705 3041 9722 3041
9705 3058 9722 3058
9705 8100 9705 8118
9705 8176 9705 8177
9706 1939 9706 2352
9706 2125 9712 2125
9706 8173 9706 8176
9706 8174 9713 8174
9706 8347 9706 8401
9706 8385 9707 8385
9706 8452 9706 8455
9707 3306 9707 3584
9707 3484 9720 3484
9707 8173 9707 8174
9707 8176 9707 8177
9707 8347 9707 8401
9707 8363 9710 8363
9707 8365 9710 8365
9707 8375 9710 8375
9707 8381 9710 8381
9708 2968 9708 2986
9709 2474 9709 2627
9709 8365 9709 8375
9709 8381 9709 8401
9709 8460 9709 8461
9710 8159 9710 8160
9710 8347 9710 8401
9710 8385 9716 8385
9710 8458 9710 8460
9711 2125 9711 2352
9711 2154 9712 2154
9711 8173 9711 8174
9711 8176 9711 8177
9711 8347 9711 8385
9711 8349 9716 8349
9711 8444 9711 8464
9712 1939 9712 2352
9712 1994 9723 1994
9712 2178 9723 2178
9712 2200 9792 2200
9712 2249 9726 2249
9712 2251 9792 2251
9712 2346 9792 2346
9712 2351 9748 2351
9712 2957 9712 2986
9712 8176 9712 8177
9713 3041 9713 3058
9713 8168 9713 8176
9713 8170 9855 8170
9713 8173 9855 8173
9713 8176 9713 8177
9714 2474 9714 2627
9714 2568 9740 2568
9714 8176 9714 8177
9715 8176 9715 8177
9715 8427 9715 8443
9716 8347 9716 8401
9717 8347 9717 8401
9717 8353 9718 8353
9717 8476 9717 8477
9718 8176 9718 8177
9718 8347 9718 8401
9719 2251 9719 2346
9719 2302 9730 2302
9719 2303 9730 2303
9719 2327 9792 2327
9719 2333 9733 2333
9719 3041 9719 3058
9719 3056 9722 3056
9719 8176 9719 8177
9720 2568 9720 2627
9720 2627 9720 2628
9720 3306 9720 3584
9720 3432 9722 3432
9720 3470 9722 3470
9720 8159 9720 8160
9721 3306 9721 3432
9721 3470 9721 3584
9721 8347 9721 8401
9721 8348 9845 8348
9721 8349 9845 8349
9721 8350 9845 8350
9721 8363 9845 8363
9721 8375 9845 8375
9721 8383 9845 8383
9721 8386 9845 8386
9722 2868 9722 3584
9722 3017 9792 3017
9722 3268 9792 3268
9722 3486 9792 3486
9722 3579 9754 3579
9722 8090 9722 8118
9722 8092 9893 8092
9722 8093 9893 8093
9722 8094 10000 8094
9722 8095 9903 8095
9722 8096 9903 8096
9722 8097 10000 8097
9722 8098 10000 8098
9722 8100 10000 8100
9722 8101 10000 8101
9722 8107 9808 8107
9722 8110 9808 8110
9722 8159 9722 8160
9722 8347 9722 8348
9722 8348 9722 8349
9723 1939 9723 2200
9723 8159 9723 8160
9723 8348 9723 8349
9724 1939 9724 2200
9724 1941 9792 1941
9724 1948 9792 1948
9724 8176 9724 8177
9724 8347 9724 8348
9725 2251 9725 2302
9725 6650 9725 8090
9725 8159 9725 8160
9725 8176 9725 8177
9726 2200 9726 2251
9727 8125 9727 8137
9727 8127 9736 8127
9727 8128 9736 8128
9727 8132 9736 8132
9727 8133 9736 8133
9727 8176 9727 8177
9727 8177 9727 8178
9728 8176 9728 8177
9728 8348 9728 8349
9729 8348 9729 8349
9730 2251 9730 2327
9730 2318 9792 2318
9730 8176 9730 8177
9731 8348 9731 8349
9732 8348 9732 8349
9733 2327 9733 2346
9733 8159 9733 8160
9733 8348 9733 8349
9735 8127 9735 8128
9735 8159 9735 8160
9736 8125 9736 8137
9736 8126 9773 8126
9736 8170 9736 8173
9736 8347 9736 8348
9737 8159 9737 8160
9738 8176 9738 8177
9739 8159 9739 8160
9739 8176 9739 8177
9740 2352 9740 2627
9740 2376 9792 2376
9740 2573 9792 2573
9740 2581 9792 2581
9740 2583 9792 2583
9740 2584 9792 2584
9740 2585 9792 2585
9740 2592 9792 2592
9740 2593 9792 2593
9740 2594 9792 2594
9740 2611 9792 2611
9740 2613 9792 2613
9740 8159 9740 8160
9741 8159 9741 8160
9741 8176 9741 8177
9741 8464 9741 8465
9742 8159 9742 8160
9743 8159 9743 8160
9743 8464 9743 8465
9744 8159 9744 8160
9745 8347 9745 8348
9746 8159 9746 8160
9746 8176 9746 8177
9746 8464 9746 8465
9746 8478 9746 9303
9746 9118 9758 9118
9748 2200 9748 2251
9748 2240 9772 2240
9748 2346 9748 2352
9748 8159 9748 8160
9749 8159 9749 8160
9750 8347 9750 8348
9750 8348 9750 8349
9750 8401 9750 8478
9750 8414 9786 8414
9750 8424 9786 8424
9750 8443 9794 8443
9750 8452 9769 8452
9750 8463 9769 8463
9750 8466 9768 8466
9751 8176 9751 8177
9751 9118 9751 9303
9752 2627 9752 2628
9752 6650 9752 8090
9752 6652 9753 6652
9752 6654 9753 6654
9752 6655 9753 6655
9752 6657 9753 6657
9752 6658 9753 6658
9752 6660 9753 6660
9752 6661 9753 6661
9752 6662 9753 6662
9752 6700 9753 6700
9752 6704 9753 6704
9752 6708 9753 6708
9752 6745 9753 6745
9752 6773 9753 6773
9752 6983 9753 6983
9752 6984 9753 6984
9752 6985 9753 6985
9752 6986 9753 6986
9752 6987 9753 6987
9752 6988 9753 6988
9752 6991 9753 6991
9752 7101 9755 7101
9752 7745 9753 7745
9752 7761 9753 7761
9752 7781 9755 7781
9753 2627 9753 2628
9753 6650 9753 7101
9753 6779 9754 6779
9753 6840 9754 6840
9753 6932 9754 6932
9753 6951 9754 6951
9753 6954 9754 6954
9753 6955 9754 6955
9753 6997 9754 6997
9753 7016 9754 7016
9753 7101 9753 7781
9754 3486 9754 3584
9754 6650 9754 7101
9754 6668 9755 6668
9754 6669 9755 6669
9754 6677 9755 6677
9754 6686 9755 6686
9754 6688 9755 6688
9754 6911 9755 6911
9754 6930 9755 6930
9754 6933 9755 6933
9754 6989 9755 6989
9754 7006 9755 7006
9754 7007 9755 7007
9754 7010 9755 7010
9754 7011 9755 7011
9754 7012 9755 7012
9754 7094 9755 7094
9754 7781 9754 8090
9754 7791 9755 7791
9754 7814 9755 7814
9754 8176 9754 8177
9754 8452 9754 8463
9755 6650 9755 8090
9755 7436 9793 7436
9755 8176 9755 8177
9756 6650 9756 7436
9756 7094 9762 7094
9756 7243 9762 7243
9756 7346 9762 7346
9756 8159 9756 8160
9757 2627 9757 2628
9757 8159 9757 8160
9757 8452 9757 8463
9758 8159 9758 8160
9758 8176 9758 8177
9758 8478 9758 9303
9759 8424 9759 8443
9760 1939 9760 1941
9760 2585 9760 2592
9760 7436 9760 8090
9760 7591 9793 7591
9760 8176 9760 8177
9762 6650 9762 7436
9763 8176 9763 8177
9764 8466 9764 8478
9765 2613 9765 2627
9765 8159 9765 8160
9766 1948 9766 2200
9767 8159 9767 8160
9767 8176 9767 8177
9768 2627 9768 2628
9768 8159 9768 8160
9768 8463 9768 8478
9768 8474 9769 8474
9768 8477 9769 8477
9769 8159 9769 8160
9769 8348 9769 8349
9769 8443 9769 8478
9769 8447 9773 8447
9769 8448 9770 8448
9769 8454 9770 8454
9769 8455 9794 8455
9769 8475 9792 8475
9770 8159 9770 8160
9770 8447 9770 8455
9771 8137 9771 8159
9771 8138 9772 8138
9771 8139 9773 8139
9771 8140 9773 8140
9771 8150 9772 8150
9771 8154 9772 8154
9771 8155 9773 8155
9771 8176 9771 8177
9771 8447 9771 8455
9771 8448 9773 8448
9772 2200 9772 2251
9772 8137 9772 8139
9772 8138 9773 8138
9772 8139 9772 8140
9772 8140 9772 8155
9772 8143 9773 8143
9772 8159 9772 8160
9772 8161 9772 8163
9772 8162 9773 8162
9772 8176 9772 8177
9773 2631 9773 2632
9773 3486 9773 3584
9773 8125 9773 8163
9773 8153 9775 8153
9773 8176 9773 8177
9773 8443 9773 8455
9774 8153 9774 8163
9774 8176 9774 8177
9775 2346 9775 2352
9775 8125 9775 8163
9775 8163 9775 8165
9775 8176 9775 8177
9776 8176 9776 8178
9776 8177 10000 8177
9777 8163 9777 8165
9777 8177 9777 8178
9778 8163 9778 8165
9778 8173 9778 8176
9778 8177 9778 8178
9779 1939 9779 1941
9779 8163 9779 8165
9779 8164 9916 8164
9779 8176 9779 8177
9779 8177 9779 8178
9780 8176 9780 8177
9780 8177 9780 8178
9780 8478 9780 9303
9781 8177 9781 8178
9781 8478 9781 9303
9782 8176 9782 8177
9782 8478 9782 9303
9782 8516 9783 8516
9782 8663 9783 8663
9782 8890 9783 8890
9782 9036 9783 9036
9782 9096 9783 9096
9782 9101 9783 9101
9782 9112 9783 9112
9782 9113 9783 9113
9782 9122 9783 9122
9783 2653 9783 2868
9783 2677 9792 2677
9783 2695 9792 2695
9783 2791 9792 2791
9783 2808 9787 2808
9783 2853 9792 2853
9783 8176 9783 8177
9783 8478 9783 9303
9783 9020 9827 9020
9784 8176 9784 8177
9784 8478 9784 9020
9785 8176 9785 8177
9786 2200 9786 2251
9786 2352 9786 2376
9786 2371 9792 2371
9786 2372 9792 2372
9786 2373 9792 2373
9786 8177 9786 8178
9786 8401 9786 8443
9786 8408 9794 8408
9786 8427 9794 8427
9786 8436 9793 8436
9787 1941 9787 1948
9787 2376 9787 2573
9787 2791 9787 2853
9787 8176 9787 8177
9787 8177 9787 8178
9787 8443 9787 8455
9787 8478 9787 9020
9787 8854 9800 8854
9788 2637 9788 2638
9788 8176 9788 8177
9789 2637 9789 2638
9789 2695 9789 2791
9789 8176 9789 8177
9790 2637 9790 2638
9790 2791 9790 2853
9790 2853 9790 2868
9790 8176 9790 8177
9791 2585 9791 2592
9791 2653 9791 2677
9791 2791 9791 2853
9791 2853 9791 2868
9791 8176 9791 8177
9792 0 9792 3584
9792 105 9878 105
9792 106 10000 106
9792 14 9845 14
9792 18 9874 18
9792 2053 9848 2053
9792 2510 9848 2510
9792 3 9845 3
9792 3226 10000 3226
9792 3294 9965 3294
9792 3421 10000 3421
9792 3427 10000 3427
9792 3454 10000 3454
9792 3464 9853 3464
9792 3472 9853 3472
9792 3545 9853 3545
9792 39 9978 39
9792 46 9873 46
9792 49 9878 49
9792 50 9878 50
9792 54 9878 54
9792 8408 9792 8427
9792 8443 9792 8455
9792 8447 9793 8447
9792 8455 9792 8478
9793 0 9793 3
9793 49 9793 50
9793 6650 9793 8090
9793 7889 9846 7889
9793 8176 9793 8177
9793 8177 9793 8178
9793 8427 9793 8443
9793 8443 9793 8455
9793 8455 9793 8478
9794 49 9794 50
9794 8176 9794 8177
9794 8401 9794 8478
9794 8475 9845 8475
9794 8476 9811 8476
9794 8477 9811 8477
9795 8176 9795 8177
9795 8401 9795 8475
9795 8418 9796 8418
9795 8448 9796 8448
9795 8450 9845 8450
9795 8453 9845 8453
9795 8454 9845 8454
9795 8455 9845 8455
9795 8457 9845 8457
9795 8473 9845 8473
9795 8474 9845 8474
9796 8401 9796 8450
9797 8177 9797 8178
9800 49 9800 50
9800 8478 9800 9020
9801 0 9801 3
9801 49 9801 50
9801 8177 9801 8178
9802 49 9802 50
9804 49 9804 50
9805 105 9805 106
9806 8473 9806 8474
9807 49 9807 50
9808 6650 9808 7889
9808 8101 9808 8118
9808 8102 9909 8102
9808 8114 9909 8114
9809 7889 9809 8090
9809 7900 9846 7900
9809 7909 9846 7909
9809 7912 9846 7912
9809 8101 9809 8102
9811 49 9811 50
9811 8101 9811 8102
9811 8475 9811 8478
9811 8477 9823 8477
9812 8347 9812 8348
9815 105 9815 106
9815 46 9815 49
9816 3427 9816 3454
9816 49 9816 50
9817 8347 9817 8348
9819 8347 9819 8348
9820 8347 9820 8348
9820 8478 9820 9020
9822 8125 9822 8163
9822 8176 9822 8177
9823 8176 9823 8177
9823 8455 9823 8457
9823 8456 9845 8456
9823 8475 9823 8478
9827 8456 9827 8457
9827 8478 9827 9303
9827 9120 9856 9120
9828 8176 9828 8177
9831 8177 9831 8178
9834 6650 9834 7889
9834 8101 9834 8102
9834 8125 9834 8163
9834 8135 9843 8135
9834 8158 9857 8158
9837 8349 9837 8350
9839 50 9839 54
9839 8347 9839 8348
9842 3427 9842 3454
9843 8125 9843 8158
9843 8142 9852 8142
9843 8155 9852 8155
9844 8178 9844 8347
9844 8191 10000 8191
9844 8195 10000 8195
9844 8197 10000 8197
9844 8227 10000 8227
9844 8456 9844 8457
9845 0 9845 18
9845 8347 9845 8478
9845 8435 9990 8435
9846 6650 9846 8090
9848 106 9848 3226
9848 1652 10000 1652
9848 2172 9895 2172
9848 2221 10000 2221
9848 368 9931 368
9848 624 10000 624
9848 723 9877 723
9848 792 10000 792
9849 0 9849 18
9849 105 9849 106
9851 105 9851 106
9851 3472 9851 3545
9851 8177 9851 8178
9852 8125 9852 8158
9852 8153 9857 8153
9853 3454 9853 3584
9853 8164 9853 8165
9853 8177 9853 8178
9854 105 9854 106
9855 8168 9855 8176
9855 8172 9862 8172
9855 8174 9862 8174
9855 8177 9855 8178
9856 8478 9856 9303
9856 8498 9882 8498
9856 8510 9882 8510
9856 8531 9882 8531
9856 8539 9882 8539
9856 8558 9859 8558
9856 8566 9882 8566
9856 8796 9882 8796
9856 8834 9882 8834
9857 49 9857 50
9857 8125 9857 8163
9857 8130 9907 8130
9857 8143 9907 8143
9857 8146 9907 8146
9857 8161 9869 8161
9858 624 9858 723
9859 0 9859 18
9859 8539 9859 8566
9860 8161 9860 8163
9861 105 9861 106
9862 8168 9862 8176
9863 105 9863 106
9863 49 9863 50
9863 624 9863 723
9863 631 9877 631
9863 721 9877 721
9864 3454 9864 3584
9864 8168 9864 8176
9864 8173 9874 8173
9865 624 9865 631
9867 3454 9867 3584
9868 8566 9868 8796
9868 8599 9882 8599
9869 8146 9869 8163
9870 6650 9870 8090
9871 8168 9871 8173
9871 8171 9874 8171
9872 8168 9872 8171
9872 8171 9872 8173
9873 105 9873 106
9873 39 9873 49
9874 0 9874 39
9874 1 9978 1
9874 105 9874 106
9874 8168 9874 8176
9875 105 9875 106
9875 8197 9875 8227
9875 8203 10000 8203
9875 8204 10000 8204
9875 8209 10000 8209
9876 1652 9876 2172
9876 3454 9876 3584
9876 3456 10000 3456
9876 3479 9888 3479
9876 3490 10000 3490
9877 105 9877 106
9877 624 9877 792
9877 678 9935 678
9877 750 9923 750
9878 39 9878 106
9878 69 9904 69
9879 8177 9879 8178
9881 9303 9881 10000
9881 9306 9882 9306
9881 9344 9882 9344
9881 9356 9882 9356
9881 9515 9882 9515
9881 9525 9882 9525
9881 9572 9882 9572
9882 8094 9882 8095
9882 8478 9882 10000
9882 8479 10000 8479
9882 8480 9897 8480
9882 8481 10000 8481
9882 8482 10000 8482
9882 8483 10000 8483
9882 8492 9895 8492
9882 8498 10000 8498
9882 8501 10000 8501
9882 8503 10000 8503
9882 8512 10000 8512
9882 8524 10000 8524
9882 8854 10000 8854
9882 9237 9945 9237
9882 9253 10000 9253
9882 9266 9883 9266
9882 9268 9883 9268
9882 9325 9883 9325
9882 9423 9883 9423
9882 9674 9883 9674
9883 9253 9883 10000
9884 2172 9884 2221
9884 8481 9884 8482
9885 8480 9885 8481
9885 8854 9885 9237
9886 8478 9886 8479
9886 9237 9886 9253
9887 8478 9887 8479
9887 9237 9887 9253
9888 3456 9888 3490
9888 8118 9888 8125
9888 8478 9888 8479
9889 8478 9889 8479
9892 8480 9892 8481
9892 9253 9892 10000
9892 9450 9932 9450
9892 9961 10000 9961
9892 9970 9962 9970
9892 9988 9974 9988
9893 1 9893 39
9893 8090 9893 8094
9893 8091 10000 8091
9893 8093 10000 8093
9893 8854 9893 9237
9893 9038 9945 9038
9894 8146 9894 8163
9894 8480 9894 8481
9895 1652 9895 2221
9895 1668 9961 1668
9895 1685 10000 1685
9895 1699 10000 1699
9895 8481 9895 8482
9895 8483 9895 8498
9897 8479 9897 8481
9898 8146 9898 8163
9898 8483 9898 8498
9898 8497 10000 8497
99 273 99 276
9900 8497 9900 8498
9900 8503 9900 8512
9901 8143 9901 8146
9901 8145 9907 8145
9901 8176 9901 8177
9903 8094 9903 8097
9904 39 9904 106
9904 70 9978 70
9904 8091 9904 8093
9904 8177 9904 8178
9905 8176 9905 8177
9906 8176 9906 8177
9907 8125 9907 8163
9907 8150 9926 8150
9907 8159 9926 8159
9907 8176 9907 8177
9908 9450 9908 9961
9909 2221 9909 3226
9909 8101 9909 8118
9910 8503 9910 8512
9910 8510 10000 8510
9912 8482 9912 8483
9913 8176 9913 8177
9914 3584 9914 6650
9916 3454 9916 3456
9916 3455 10000 3455
9916 8163 9916 8165
9916 8164 10000 8164
9916 8176 9916 8177
9917 3584 9917 6650
9917 8176 9917 8177
9919 3584 9919 6650
9919 6395 9925 6395
9919 6402 9956 6402
9919 6457 9920 6457
9919 6636 9956 6636
9920 1652 9920 1668
9920 6402 9920 6636
9920 6636 9920 6650
9920 6640 9921 6640
9920 6641 9921 6641
9920 6642 9921 6642
9920 6646 9921 6646
9920 6647 9921 6647
9920 6648 9921 6648
9921 3584 9921 6395
9921 6395 9921 6402
9921 6397 9925 6397
9921 6636 9921 6650
9921 6638 9922 6638
9921 6640 9922 6640
9921 6641 9922 6641
9921 6644 9922 6644
9921 8176 9921 8177
9922 3584 9922 6395
9922 6636 9922 6650
9922 6637 9956 6637
9922 6638 9956 6638
9922 6640 9956 6640
9922 8478 9922 8479
9923 3584 9923 6395
9923 5710 9925 5710
9923 6636 9923 6637
9923 678 9923 792
9924 1685 9924 1699
9924 6640 9924 6650
9925 3584 9925 6402
9925 6640 9925 6650
9925 6650 9925 8090
9925 7255 9968 7255
9925 7487 9932 7487
9926 8125 9926 8163
9926 8177 9926 8178
9927 2221 9927 3226
9927 8478 9927 8479
9928 8177 9928 8178
9929 8177 9929 8178
9930 8497 9930 8498
9931 106 9931 624
9931 3455 9931 3456
9931 441 9935 441
9932 441 9932 624
9932 481 9935 481
9932 563 9935 563
9932 7255 9932 8090
9932 8176 9932 8177
9932 8347 9932 8435
9932 9253 9932 9961
9932 9329 9933 9329
9932 9348 9933 9348
9932 9354 9933 9354
9932 9367 9933 9367
9932 9831 9933 9831
9932 9840 9933 9840
9932 9890 9933 9890
9933 9253 9933 9961
9933 9278 10000 9278
9933 9303 10000 9303
9933 9304 9944 9304
9933 9310 10000 9310
9933 9316 9995 9316
9933 9320 9995 9320
9933 9321 9995 9321
9933 9324 9995 9324
9933 9327 9995 9327
9933 9333 10000 9333
9933 9344 10000 9344
9933 9345 9980 9345
9933 9347 10000 9347
9933 9749 10000 9749
9934 9320 9934 9321
9934 9970 9934 9988
9935 106 9935 624
9935 201 9961 201
9935 532 9961 532
9935 582 9961 582
9935 624 9935 792
9936 8177 9936 8178
9936 8478 9936 8479
9936 9303 9936 9304
9937 9303 9937 9304
9938 7255 9938 8090
9940 6402 9940 6636
9940 6583 9956 6583
9941 8479 9941 8481
9944 2221 9944 3226
9944 2366 9950 2366
9944 6640 9944 6650
9944 9303 9944 9310
9944 9308 10000 9308
9945 8510 9945 8512
9945 8511 9981 8511
9945 8854 9945 9253
9946 3584 9946 6402
9946 8177 9946 8178
9950 2221 9950 3226
9955 6583 9955 6636
9955 6594 9956 6594
9955 6629 9956 6629
9956 3584 9956 6650
9956 4888 9972 4888
9956 5382 9972 5382
9956 5968 9972 5968
9956 5974 9972 5974
9956 6150 9972 6150
9956 6194 9972 6194
9956 6349 9961 6349
9956 6536 9961 6536
9956 6632 9961 6632
9959 7255 9959 8090
9959 8040 9968 8040
9959 8047 9968 8047
9959 8083 9968 8083
9959 8084 9968 8084
9960 5974 9960 6150
9960 8511 9960 8512
9961 106 9961 624
9961 1652 9961 1685
9961 1681 10000 1681
9961 457 9993 457
9961 6194 9961 6650
9961 6201 9963 6201
9961 6229 9963 6229
9961 6238 9963 6238
9961 6253 9963 6253
9961 6267 9963 6267
9961 6284 9963 6284
9961 6516 9962 6516
9961 6612 9962 6612
9961 6619 9962 6619
9962 6284 9962 6650
9962 8177 9962 8178
9962 9961 9962 9988
9963 6194 9963 6650
9963 6285 9972 6285
9963 6627 9972 6627
9963 8177 9963 8178
9964 2221 9964 3226
9964 6194 9964 6285
9964 6285 9964 6627
9964 6471 9972 6471
9964 6535 9972 6535
9965 3226 9965 3421
9965 3273 10000 3273
9965 8481 9965 8482
9966 6194 9966 6285
9966 6279 9972 6279
9967 3584 9967 4888
9967 6627 9967 6650
9968 3456 9968 3490
9968 3457 10000 3457
9968 3478 10000 3478
9968 6194 9968 6279
9968 6627 9968 6650
9968 6650 9968 8090
9968 7738 9969 7738
9968 7872 9969 7872
9968 8176 9968 8177
9969 3584 9969 4888
9969 6150 9969 6194
9969 6177 9971 6177
9969 6650 9969 8090
9969 7149 9970 7149
9969 8069 9970 8069
9969 8511 9969 8512
9969 8854 9969 9253
9969 9005 9975 9005
9970 6627 9970 6650
9970 6650 9970 8090
9970 7859 9971 7859
9970 8176 9970 8177
9971 3584 9971 4888
9971 3679 9972 3679
9971 3682 9972 3682
9971 3836 9972 3836
9971 4263 9972 4263
9971 4813 9972 4813
9971 6150 9971 6194
9971 6152 9972 6152
9971 6650 9971 8090
9971 6706 9972 6706
9972 3584 9972 6650
9972 5024 10000 5024
9972 6650 9972 8090
9973 6650 9973 8090
9974 9961 9974 10000
9975 1652 9975 1681
9975 8176 9975 8177
9975 8227 9975 8347
9975 8274 10000 8274
9975 8327 10000 8327
9975 8330 9989 8330
9975 8332 9989 8332
9975 8854 9975 9253
9975 9344 9975 9345
9977 8176 9977 8177
9978 0 9978 106
9979 0 9979 106
9979 3226 9979 3273
9979 8177 9979 8178
9980 0 9980 106
9980 1 9985 1
9980 14 9985 14
9980 3584 9980 5024
9980 81 9985 81
9980 9344 9980 9347
9980 9345 9995 9345
9980 9346 9995 9346
9981 0 9981 1
9981 14 9981 81
9981 19 9982 19
9981 8510 9981 8512
9981 9278 9981 9303
9982 14 9982 81
9982 24 9985 24
9982 30 9985 30
9982 3584 9982 5024
9982 3595 10000 3595
9982 3615 10000 3615
9982 3804 10000 3804
9982 3878 10000 3878
9982 4019 10000 4019
9983 24 9983 30
9983 9961 9983 10000
9983 9999 10000 9999
9984 8177 9984 8178
9984 9999 9984 10000
9985 0 9985 106
9985 1681 9985 1685
9985 1682 10000 1682
9985 44 9997 44
9985 60 9997 60
9985 63 9997 63
9985 68 9997 68
9985 75 9997 75
9985 8177 9985 8178
9986 8094 9986 8097
